COUNTY_NAME,STATE_NAME,FIPS,county_pop2018_18 and older,anycondition_number,Obesity_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,proportionAnyCondition,proportionObese,proportionHeartDisease,proportionCOPD,proportionDiabetes,proportionCKD
Montgomery,New York,36057,38207,17543,13755,3466,3949,5138,1351,0.459156699,0.360012563,0.090716361,0.103358023,0.134477975,0.035360013
Nassau,New York,36059,1066847,364073,266712,64227,61106,105891,28654,0.341260743,0.250000234,0.060202634,0.057277192,0.099256032,0.026858584
New York,New York,36061,1395341,406301,274882,75763,74059,121260,37665,0.291184019,0.196999873,0.054297122,0.053075915,0.086903488,0.026993402
Niagara,New York,36063,168369,74186,52699,13400,15362,20854,5408,0.440615553,0.312997048,0.079587097,0.091240074,0.123858905,0.032119927
Oneida,New York,36065,180924,88022,60248,14899,17194,23351,5945,0.486513674,0.333001702,0.082349495,0.095034379,0.129065243,0.032859101
Onondaga,New York,36067,363785,145734,117503,25001,28052,39411,10790,0.400604753,0.323001223,0.068724659,0.077111481,0.108335968,0.029660376
Ontario,New York,36069,87720,34020,25965,6203,6751,8931,2580,0.387824897,0.295998632,0.070713634,0.076960784,0.101812585,0.029411765
Orange,New York,36071,284791,103342,79172,18120,20228,30238,8132,0.362869613,0.278000358,0.063625606,0.071027525,0.106176108,0.028554273
Orleans,New York,36073,32754,16079,12283,2859,3375,4289,1075,0.490901875,0.375007633,0.087287049,0.10304085,0.130945839,0.032820419
Oswego,New York,36075,93129,45846,34737,7339,8820,10076,2876,0.492284895,0.372998744,0.078804669,0.094707341,0.10819401,0.030881895
Otsego,New York,36077,50199,19430,14206,3982,4392,5154,1579,0.387059503,0.282993685,0.079324289,0.087491783,0.102671368,0.03145481
Putnam,New York,36079,79302,28865,21649,4906,5275,7515,2100,0.363988298,0.272994376,0.06186477,0.066517868,0.094764319,0.026481047
Queens,New York,36081,1820449,661141,460574,112422,110259,242663,54827,0.363174689,0.253000221,0.061755094,0.060566926,0.133298434,0.030117295
Rensselaer,New York,36083,128251,52230,39373,8759,10169,13369,3626,0.407248287,0.306999556,0.068295764,0.07928983,0.104240903,0.028272684
Richmond,New York,36085,372141,146930,113131,23641,26336,42717,10716,0.394823467,0.304000365,0.063526996,0.070768875,0.114787137,0.028795537
Rockland,New York,36087,233983,86536,60836,16250,16268,26300,7091,0.369838834,0.260001795,0.06944949,0.069526419,0.112401328,0.03030562
St. Lawrence,New York,36089,86153,41744,32824,6619,8179,9616,2684,0.48453333,0.380996599,0.076828433,0.094935754,0.111615382,0.031153877
Saratoga,New York,36091,183995,72631,55750,12210,12682,17334,4896,0.394744422,0.302997364,0.066360499,0.068925786,0.094209082,0.026609419
Schenectady,New York,36093,122016,54077,41485,8396,9425,13560,3562,0.443195974,0.339996394,0.068810648,0.077243968,0.111132966,0.029192893
Schoharie,New York,36095,25692,11430,8633,2136,2493,2982,835,0.444885567,0.336018994,0.08313872,0.097034096,0.116067258,0.032500389
Schuyler,New York,36097,14474,6274,4704,1265,1396,1893,487,0.433466906,0.324996546,0.087398093,0.096448805,0.130786237,0.033646539
Seneca,New York,36099,27496,12353,10091,2282,2587,3270,879,0.449265348,0.366998836,0.08299389,0.094086413,0.118926389,0.031968286
Steuben,New York,36101,75292,36197,26879,6391,7455,9607,2472,0.480754927,0.356996759,0.084882856,0.099014504,0.127596557,0.032832173
Suffolk,New York,36103,1168074,445735,338741,74849,76759,124634,31962,0.381598255,0.289999606,0.064078988,0.065714159,0.106700432,0.027362992
Sullivan,New York,36105,59497,29469,22311,5041,5660,7502,1997,0.495302284,0.374993697,0.084726961,0.095130847,0.126090391,0.033564718
Tioga,New York,36107,38350,16219,11888,3189,3404,4418,1254,0.422920469,0.309986962,0.08315515,0.088761408,0.115202086,0.032698827
Tompkins,New York,36109,87787,25108,19401,4705,5160,6833,2054,0.286010457,0.221000832,0.053595635,0.058778635,0.077836126,0.023397542
Ulster,New York,36111,147082,56682,44272,10688,12073,16542,4546,0.385376865,0.301002162,0.072666948,0.082083464,0.112467875,0.030907929
Warren,New York,36113,52522,19901,15231,4124,4456,5801,1650,0.378907886,0.289992765,0.078519478,0.084840638,0.110448955,0.031415407
Washington,New York,36115,49732,23523,17158,4071,4998,6012,1607,0.472995255,0.34500925,0.081858763,0.100498673,0.120887959,0.032313199
Wayne,New York,36117,70866,33304,25583,5786,6626,8750,2233,0.469957384,0.361005278,0.081647052,0.093500409,0.123472469,0.031510174
Westchester,New York,36119,755700,275519,189681,46990,45204,78841,21928,0.364587799,0.251000397,0.06218076,0.059817388,0.104328437,0.029016806
Wyoming,New York,36121,32510,15374,12354,2548,2925,3780,988,0.472900646,0.380006152,0.078375884,0.089972316,0.116271916,0.030390649
Yates,New York,36123,19393,8206,6380,1668,1867,2415,633,0.423142371,0.328984685,0.086010416,0.096271851,0.124529469,0.032640644
Alamance,North Carolina,37001,129421,65202,48533,10622,11140,16631,4401,0.503797684,0.375000966,0.082073234,0.086075676,0.128503102,0.034005301
Alexander,North Carolina,37003,29824,13870,10081,2801,3062,3948,1047,0.465061695,0.338016363,0.09391765,0.102668991,0.132376609,0.035105955
Alleghany,North Carolina,37005,9217,4766,3254,1141,1209,1525,415,0.51708799,0.35304329,0.123792991,0.131170663,0.165455137,0.045025496
Anson,North Carolina,37007,19982,10427,7713,1842,2005,3256,800,0.521819638,0.385997398,0.092182965,0.100340306,0.162946652,0.040036032
Ashe,North Carolina,37009,22326,10171,7301,2272,2382,3040,845,0.4555675,0.327017827,0.101764759,0.10669175,0.136164114,0.037848249
Avery,North Carolina,37011,14884,6897,4763,1418,1505,1911,528,0.463383499,0.320008062,0.095270089,0.101115292,0.128392905,0.035474335
Beaufort,North Carolina,37013,37604,20171,14854,3832,3949,5985,1554,0.536405702,0.395011169,0.101904053,0.105015424,0.1591586,0.041325391
Bertie,North Carolina,37015,15676,8716,6678,1665,1726,3044,746,0.556009186,0.426001531,0.10621332,0.110104619,0.194182189,0.047588671
Bladen,North Carolina,37017,26408,14983,10827,2840,3072,4763,1190,0.56736595,0.409989397,0.107543169,0.116328385,0.180362012,0.045062102
Brunswick,North Carolina,37019,115871,53040,38353,11475,11298,16217,4428,0.457750429,0.330997402,0.099032545,0.097504984,0.139957366,0.038214911
Buncombe,North Carolina,37021,211269,76427,57465,16028,16336,22315,6482,0.361752079,0.271999205,0.075865366,0.077323223,0.105623636,0.030681264
Burke,North Carolina,37023,73287,33378,25064,6969,7712,9747,2667,0.455442302,0.341997899,0.095091899,0.105230123,0.132997667,0.036391174
Cabarrus,North Carolina,37025,157125,65329,52166,10037,10872,16846,4358,0.415777247,0.332003182,0.063879077,0.069193317,0.107214002,0.027735879
Caldwell,North Carolina,37027,65539,33996,24315,6373,7160,9188,2380,0.518714048,0.371000473,0.097239811,0.109247929,0.140191336,0.036314256
Camden,North Carolina,37029,8265,3819,2843,645,703,1003,259,0.462068966,0.343980641,0.078039927,0.085057471,0.121355112,0.031336963
Carteret,North Carolina,37031,57316,28232,19315,5341,5241,7674,2009,0.49256752,0.336991416,0.093185149,0.091440435,0.133889315,0.035051295
Caswell,North Carolina,37033,18426,9066,6431,1778,1889,2959,742,0.492022143,0.349017692,0.096494084,0.102518181,0.160588299,0.040269185
Catawba,North Carolina,37035,123609,54150,39926,9916,10922,15048,3996,0.438074897,0.32300237,0.080220696,0.088359262,0.121738708,0.032327743
Chatham,North Carolina,37037,58375,26107,18622,5051,4794,7475,2058,0.447229122,0.319006424,0.086526767,0.082124197,0.128051392,0.035254818
Cherokee,North Carolina,37039,23614,12049,8241,2687,2700,3536,967,0.510248158,0.348987889,0.113788431,0.114338951,0.149741679,0.040950284
Chowan,North Carolina,37041,11199,5842,4368,1171,1195,1884,486,0.521653719,0.390034825,0.104562907,0.106705956,0.168229306,0.043396732
Clay,North Carolina,37043,9215,4576,2884,1072,1083,1394,387,0.49658166,0.312967987,0.116332067,0.117525773,0.151275095,0.041996744
Cleveland,North Carolina,37045,76149,38077,27871,7035,7875,11066,2832,0.50003283,0.36600612,0.092384667,0.103415672,0.145320359,0.037190245
Columbus,North Carolina,37047,44010,22361,16680,4513,4941,7244,1861,0.508089071,0.379004772,0.102544876,0.112269939,0.164598955,0.042285844
Craven,North Carolina,37049,80681,36123,24608,6420,6551,9807,2660,0.44772623,0.305003656,0.079572638,0.081196316,0.121552782,0.032969348
Cumberland,North Carolina,37051,250211,104063,76815,15896,17750,29970,7633,0.41590098,0.307000891,0.06353038,0.070940127,0.119778907,0.030506253
Currituck,North Carolina,37053,21014,9347,6935,1592,1758,2364,629,0.444798706,0.330018083,0.075759018,0.083658513,0.112496431,0.029932426
Dare,North Carolina,37055,29602,12743,9502,2380,2372,3330,929,0.43047767,0.320991825,0.080399973,0.080129721,0.112492399,0.031383015
Davidson,North Carolina,37057,130055,65017,48380,11680,12887,17220,4502,0.499919265,0.371996463,0.089808158,0.099088847,0.132405521,0.034616124
Davie,North Carolina,37059,33754,14247,10295,2949,3076,4159,1142,0.422083309,0.305000889,0.087367423,0.09112994,0.123215026,0.033833027
Duplin,North Carolina,37061,44894,23706,17374,4837,5271,7787,1998,0.528043837,0.38700049,0.107742683,0.117409899,0.173453023,0.044504834
Durham,North Carolina,37063,250915,92610,75776,14555,14975,26877,7123,0.369089134,0.301998685,0.058007692,0.059681565,0.107115956,0.0283881
Edgecombe,North Carolina,37065,40294,22464,16158,4139,4499,7676,1866,0.557502358,0.401002631,0.102720008,0.111654341,0.190499826,0.046309624
Forsyth,North Carolina,37067,292142,126338,91148,21568,22548,36949,9440,0.432454081,0.311998959,0.073827111,0.077181645,0.126476166,0.032313053
Franklin,North Carolina,37069,52764,25744,19048,4283,4670,7238,1823,0.487908422,0.361003715,0.081172769,0.088507316,0.137176863,0.034550072
Gaston,North Carolina,37071,172638,82042,57661,13864,15402,21440,5672,0.475225617,0.333999467,0.080306769,0.089215584,0.124190503,0.032854876
Gates,North Carolina,37073,9226,4636,3404,797,843,1356,337,0.502492955,0.368957295,0.0863863,0.091372209,0.146975938,0.036527206
Graham,North Carolina,37075,6790,3490,2329,754,815,1005,273,0.513991163,0.343004418,0.111045655,0.120029455,0.148011782,0.040206186
Granville,North Carolina,37077,47843,22123,16410,3886,4164,6678,1664,0.462408294,0.342996886,0.081224004,0.087034676,0.139581548,0.034780428
Greene,North Carolina,37079,16803,8555,6469,1566,1750,2746,673,0.509135273,0.384990775,0.093197643,0.104148069,0.163423198,0.040052372
Guilford,North Carolina,37081,414773,185177,148074,28630,30097,51514,13050,0.446453843,0.357000094,0.069025708,0.072562582,0.124198055,0.031462993
Halifax,North Carolina,37083,39744,22738,16692,4329,4630,7678,1900,0.572111514,0.419987923,0.108922101,0.116495572,0.193186393,0.047805958
Harnett,North Carolina,37085,99312,45278,35355,6961,7862,12096,3008,0.455916707,0.355999275,0.070092235,0.079164653,0.12179797,0.030288384
Haywood,North Carolina,37087,50663,23383,17225,4766,4846,6372,1792,0.46153998,0.33999171,0.094072597,0.095651659,0.12577226,0.035370981
Henderson,North Carolina,37089,94678,40225,29350,8506,8237,11773,3270,0.424861108,0.309998099,0.089841357,0.087000148,0.124347789,0.034538119
Hertford,North Carolina,37091,19192,10847,8368,1857,1955,3536,856,0.56518341,0.436015006,0.096759066,0.101865361,0.184243435,0.044601917
Hoke,North Carolina,37093,39828,18118,14577,2663,3077,5197,1269,0.454906096,0.365998795,0.066862509,0.077257206,0.13048609,0.031862007
Hyde,North Carolina,37095,4352,2338,1706,416,444,687,170,0.537224265,0.392003676,0.095588235,0.102022059,0.157858456,0.0390625
Iredell,North Carolina,37097,137375,62456,46845,9901,10669,15882,4090,0.454638763,0.34100091,0.072072793,0.07766333,0.115610555,0.02977252
Jackson,North Carolina,37099,36132,15791,10984,2926,3099,4157,1153,0.437036422,0.303996457,0.080980848,0.085768848,0.115050371,0.031910772
Johnston,North Carolina,37101,151021,72604,52253,10806,12334,18139,4593,0.480754332,0.345998239,0.071552963,0.081670761,0.120109124,0.030412989
Jones,North Carolina,37103,7852,4301,3047,864,925,1418,358,0.547758533,0.388053999,0.11003566,0.117804381,0.180590932,0.045593479
Lee,North Carolina,37105,46719,22081,17052,3937,4243,6348,1662,0.47263426,0.364990689,0.084269783,0.090819581,0.135876196,0.035574392
Lenoir,North Carolina,37107,43370,23582,17305,4431,4725,7506,1900,0.543739912,0.399008531,0.102167397,0.108946276,0.173068942,0.043809085
Lincoln,North Carolina,37109,66121,27755,20762,5441,6046,7964,2136,0.419760742,0.314000091,0.082288532,0.091438423,0.120445849,0.032304412
McDowell,North Carolina,37111,36343,16929,12320,3449,3815,4838,1308,0.465811848,0.338992378,0.094901357,0.104972072,0.133120546,0.035990425
Macon,North Carolina,37113,28695,12800,9068,3027,3030,4098,1130,0.446070744,0.316013243,0.105488761,0.105593309,0.142812337,0.039379683
Madison,North Carolina,37115,17870,8011,5754,1651,1763,2217,622,0.448293229,0.321992166,0.09238948,0.098656967,0.124062675,0.034806939
Martin,North Carolina,37117,18084,9889,7161,1887,1959,3294,810,0.546836983,0.395985401,0.104346384,0.108327804,0.182149967,0.044790975
Mecklenburg,North Carolina,37119,836188,292013,247512,44960,46789,79452,21952,0.349219314,0.296000421,0.053767813,0.05595512,0.09501691,0.02625247
Mitchell,North Carolina,37121,12260,5682,4021,1251,1307,1678,461,0.463458401,0.327977162,0.102039152,0.106606852,0.136867863,0.037601958
Montgomery,North Carolina,37123,21264,10829,7889,2117,2277,3325,842,0.509264485,0.371002634,0.099557938,0.107082393,0.15636757,0.039597442
Moore,North Carolina,37125,77656,30214,23374,6755,6334,9369,2692,0.389074894,0.300994128,0.086986196,0.08156485,0.120647471,0.034665705
Nash,North Carolina,37127,73444,36526,28056,6246,6521,11033,2711,0.4973313,0.382005337,0.085044388,0.088788737,0.150223299,0.036912478
New Hanover,North Carolina,37129,189474,71412,57411,13454,13946,19936,5634,0.376896039,0.303001995,0.071007104,0.073603766,0.105217602,0.02973495
Northampton,North Carolina,37131,16258,9392,6780,1870,1935,3331,819,0.577684832,0.417025464,0.115020298,0.119018329,0.20488375,0.0503752
Onslow,North Carolina,37133,149266,59708,43287,7645,9041,12516,3393,0.400010719,0.289999062,0.05121729,0.060569721,0.083850308,0.022731231
Orange,North Carolina,37135,117322,36831,29330,6571,6602,10467,2894,0.313930891,0.249995738,0.056008251,0.056272481,0.089216004,0.024667155
Pamlico,North Carolina,37137,10791,5462,3712,1199,1171,1735,461,0.506162543,0.343990362,0.111111111,0.108516356,0.160782133,0.042720786
Pasquotank,North Carolina,37139,30817,14947,12204,2445,2659,4273,1081,0.485024499,0.396015186,0.079339326,0.086283545,0.138657235,0.035078041
Pender,North Carolina,37141,48381,20437,14998,3938,4173,6154,1606,0.422417891,0.309997726,0.081395589,0.086252868,0.127198694,0.033194849
Perquimans,North Carolina,37143,10960,5389,3858,1185,1185,1764,467,0.49169708,0.352007299,0.108120438,0.108120438,0.160948905,0.042609489
Person,North Carolina,37145,31247,15729,11655,2856,3085,4667,1185,0.503376324,0.372995808,0.091400774,0.098729478,0.149358338,0.037923641
Pitt,North Carolina,37147,141567,62692,50539,9319,10298,16605,4346,0.442843318,0.35699704,0.065827488,0.072742942,0.117294285,0.030699245
Polk,North Carolina,37149,17304,7761,5295,1765,1651,2361,666,0.448509015,0.305998613,0.101999538,0.095411466,0.136442441,0.038488211
Randolph,North Carolina,37151,111088,51363,37992,10054,11162,14759,3861,0.462363172,0.341999136,0.090504825,0.1004789,0.132858635,0.034756229
Richmond,North Carolina,37153,34622,19038,13780,3404,3803,5648,1413,0.549881578,0.398012824,0.098318988,0.109843452,0.163133268,0.0408122
Robeson,North Carolina,37155,99102,53984,36866,10673,12366,17802,4491,0.544731691,0.372000565,0.10769712,0.124780529,0.179633105,0.045316946
Rockingham,North Carolina,37157,72303,35630,26680,6913,7639,10773,2781,0.492787298,0.369002669,0.095611524,0.105652601,0.148997967,0.038463134
Rowan,North Carolina,37159,109855,50684,37570,9349,10221,14124,3783,0.461371808,0.341996268,0.08510309,0.093040827,0.128569478,0.034436302
Rutherford,North Carolina,37161,53040,25970,19254,5245,5751,7738,2022,0.489630468,0.36300905,0.098887632,0.108427602,0.145889894,0.038122172
Sampson,North Carolina,37163,48165,26793,20037,4755,5188,8231,1993,0.556275304,0.416007474,0.098723139,0.10771307,0.170891726,0.041378594
Scotland,North Carolina,37165,26926,14888,11336,2699,3030,4724,1165,0.552922826,0.421005719,0.100237688,0.11253064,0.175443809,0.043266731
Stanly,North Carolina,37167,48687,22744,16164,4208,4628,6179,1644,0.467147288,0.331998275,0.086429642,0.095056175,0.126912728,0.033766714
Stokes,North Carolina,37169,36945,17405,12968,3497,3842,5002,1306,0.471105698,0.351008256,0.094654216,0.103992421,0.135390445,0.035349844
Surry,North Carolina,37171,56753,28202,18956,5635,6234,7905,2134,0.496925273,0.334008775,0.099289905,0.109844414,0.139287791,0.037601536
Swain,North Carolina,37173,11097,5643,3906,1149,1312,1675,441,0.508515815,0.351987024,0.103541498,0.118230152,0.150941696,0.03974047
Transylvania,North Carolina,37175,28873,13868,8460,3074,2959,4003,1140,0.480310325,0.293007308,0.106466249,0.102483289,0.138641638,0.039483254
Tyrrell,North Carolina,37177,3361,1808,1277,345,367,577,143,0.537935138,0.379946445,0.102648021,0.109193692,0.171675097,0.042546861
Union,North Carolina,37179,172613,69524,55236,10713,11535,18026,4624,0.402773835,0.319999073,0.062063692,0.066825789,0.104430141,0.026788249
Vance,North Carolina,37181,34061,18538,14067,3366,3695,6140,1497,0.54425883,0.412994334,0.0988227,0.108481841,0.180264819,0.043950559
Wake,North Carolina,37183,830774,301261,228463,43410,43640,75717,20205,0.3626269,0.275000181,0.052252478,0.052529328,0.09114031,0.024320694
Warren,North Carolina,37185,16160,9130,6561,1805,1824,3167,777,0.564975248,0.406002475,0.111695545,0.112871287,0.195977723,0.048081683
Washington,North Carolina,37187,9482,5275,3651,1072,1121,1847,458,0.556317233,0.385045349,0.113056317,0.118224003,0.194790129,0.048302046
Watauga,North Carolina,37189,48768,18673,14240,3376,3703,4659,1359,0.382894521,0.291994751,0.069225722,0.075930938,0.095533957,0.027866634
Wayne,North Carolina,37191,94067,51178,38379,7953,8592,14146,3463,0.544059022,0.407996428,0.084546121,0.091339152,0.150382174,0.036814186
Wilkes,North Carolina,37193,54514,28370,18371,5637,6260,7891,2117,0.520416774,0.336996001,0.10340463,0.114832887,0.144751807,0.038834061
Wilson,North Carolina,37195,62774,30339,23164,5732,6227,9983,2522,0.48330519,0.369006276,0.09131169,0.09919712,0.159030809,0.040175869
Yadkin,North Carolina,37197,29751,14788,10294,2907,3211,4127,1096,0.497058922,0.346005176,0.097711001,0.107929145,0.138718026,0.036839098
Yancey,North Carolina,37199,14634,6832,4800,1562,1640,2084,575,0.466858002,0.32800328,0.106737734,0.112067787,0.142408091,0.03929206
Adams,North Dakota,38001,1857,844,609,171,135,226,65,0.4544965,0.327948304,0.092084006,0.0726979,0.121701669,0.035002693
Barnes,North Dakota,38003,8432,3681,2749,686,586,937,268,0.436551233,0.326019924,0.081356736,0.069497154,0.111124288,0.031783681
Benson,North Dakota,38005,4500,2433,1850,504,495,740,196,0.540666667,0.411111111,0.112,0.11,0.164444444,0.043555556
Billings,North Dakota,38007,732,312,244,61,50,80,23,0.426229508,0.333333333,0.083333333,0.068306011,0.109289617,0.031420765
Bottineau,North Dakota,38009,5070,2138,1693,433,365,599,166,0.421696252,0.333925049,0.085404339,0.07199211,0.118145957,0.032741617
Bowman,North Dakota,38011,2321,962,733,191,161,253,73,0.414476519,0.31581215,0.082292115,0.069366652,0.109004739,0.03145196
Burke,North Dakota,38013,1574,723,556,130,113,182,50,0.459339263,0.353240152,0.082592122,0.071791614,0.115628971,0.031766201
Burleigh,North Dakota,38015,73143,30982,25015,4668,4091,6375,1906,0.423581204,0.342001285,0.063820188,0.055931531,0.087158033,0.026058543
Cass,North Dakota,38017,140661,54485,46418,7331,6603,10957,3235,0.387349727,0.329999076,0.052118213,0.046942649,0.077896503,0.022998557
Cavalier,North Dakota,38019,2970,1368,1016,272,217,354,102,0.460606061,0.342087542,0.091582492,0.073063973,0.119191919,0.034343434
Dickey,North Dakota,38021,3697,1703,1316,289,245,393,112,0.460643765,0.355964295,0.07817149,0.066269949,0.106302407,0.030294834
Divide,North Dakota,38023,1772,844,620,174,143,231,64,0.476297968,0.349887133,0.098194131,0.080699774,0.130361174,0.036117381
Dunn,North Dakota,38025,3300,1453,1155,250,221,368,97,0.44030303,0.35,0.075757576,0.066969697,0.111515152,0.029393939
Eddy,North Dakota,38027,1768,864,677,167,143,225,64,0.488687783,0.382918552,0.094457014,0.080882353,0.127262443,0.036199095
Emmons,North Dakota,38029,2643,1294,938,275,227,360,100,0.489595157,0.354899735,0.10404843,0.085887249,0.136208854,0.037835793
Foster,North Dakota,38031,2536,1163,938,213,177,289,82,0.458596215,0.369873817,0.083990536,0.069794953,0.113958991,0.032334385
Golden Valley,North Dakota,38033,1375,630,478,122,101,163,47,0.458181818,0.347636364,0.088727273,0.073454545,0.118545455,0.034181818
Grand Forks,North Dakota,38035,55843,23126,18540,3297,3020,4950,1375,0.414125316,0.332002221,0.059040524,0.054080189,0.08864137,0.024622603
Grant,North Dakota,38037,1886,925,670,202,163,259,73,0.490455992,0.355249205,0.107104984,0.086426299,0.137327678,0.038706257
Griggs,North Dakota,38039,1778,839,621,176,140,229,66,0.471878515,0.349268841,0.098987627,0.078740157,0.1287964,0.03712036
Hettinger,North Dakota,38041,1904,860,647,178,152,230,66,0.451680672,0.339810924,0.093487395,0.079831933,0.120798319,0.034663866
Kidder,North Dakota,38043,1934,947,729,197,168,257,73,0.489658738,0.376938987,0.101861427,0.086866598,0.132885212,0.037745605
LaMoure,North Dakota,38045,3191,1505,1079,331,272,409,122,0.471638985,0.338138515,0.103729238,0.085239737,0.128172987,0.038232529
Logan,North Dakota,38047,1465,683,520,145,119,185,53,0.466211604,0.354948805,0.098976109,0.081228669,0.126279863,0.036177474
McHenry,North Dakota,38049,4424,2276,1650,377,318,492,139,0.514466546,0.372965642,0.085216998,0.071880651,0.111211573,0.03141953
McIntosh,North Dakota,38051,2102,1000,654,234,190,292,85,0.475737393,0.311132255,0.11132255,0.090390105,0.138915319,0.040437678
McKenzie,North Dakota,38053,9340,4054,3372,556,538,830,231,0.434047109,0.361027837,0.059528908,0.057601713,0.088865096,0.024732334
McLean,North Dakota,38055,7471,3325,2637,660,562,905,250,0.44505421,0.352964797,0.088341587,0.0752242,0.121135056,0.033462723
Mercer,North Dakota,38057,6363,2989,2392,506,428,702,193,0.469746975,0.375923307,0.079522238,0.067263869,0.110325318,0.030331605
Morton,North Dakota,38059,23903,10130,7553,1641,1491,2362,662,0.423796176,0.315985441,0.06865247,0.062377107,0.098816048,0.027695268
Mountrail,North Dakota,38061,7475,3505,2796,493,478,812,204,0.468896321,0.374046823,0.065953177,0.063946488,0.108628763,0.02729097
Nelson,North Dakota,38063,2315,1154,887,222,182,297,84,0.498488121,0.383153348,0.095896328,0.078617711,0.128293737,0.036285097
Oliver,North Dakota,38065,1461,710,539,130,111,178,48,0.485968515,0.368925394,0.088980151,0.075975359,0.12183436,0.032854209
Pembina,North Dakota,38067,5501,2614,1964,480,411,671,182,0.47518633,0.357025995,0.087256862,0.074713688,0.121977822,0.033084894
Pierce,North Dakota,38069,3166,1629,1263,303,255,393,114,0.514529375,0.39892609,0.095704359,0.080543272,0.124131396,0.036007581
Ramsey,North Dakota,38071,8762,4296,3540,718,610,1042,279,0.490299018,0.404017348,0.081944761,0.069618808,0.11892262,0.031842045
Ransom,North Dakota,38073,4057,1839,1440,340,289,466,128,0.453290609,0.354942075,0.083805768,0.071234903,0.114863199,0.031550407
Renville,North Dakota,38075,1836,810,606,152,131,207,58,0.441176471,0.330065359,0.082788671,0.071350763,0.112745098,0.031590414
Richland,North Dakota,38077,12680,5420,4362,924,813,1308,365,0.427444795,0.344006309,0.072870662,0.064116719,0.103154574,0.028785489
Rolette,North Dakota,38079,9444,5591,4259,976,1005,1729,411,0.592016095,0.450974163,0.10334604,0.106416773,0.183079204,0.043519695
Sargent,North Dakota,38081,3067,1401,1092,247,208,341,92,0.456798174,0.356048256,0.080534724,0.067818715,0.111183567,0.029996739
Sheridan,North Dakota,38083,1093,572,379,132,108,166,48,0.523330284,0.346752059,0.120768527,0.098810613,0.151875572,0.043915828
Sioux,North Dakota,38085,2805,1573,1198,290,314,511,122,0.560784314,0.427094474,0.103386809,0.111942959,0.182174688,0.043493761
Slope,North Dakota,38087,608,270,207,52,43,69,20,0.444078947,0.340460526,0.085526316,0.070723684,0.113486842,0.032894737
Stark,North Dakota,38089,22642,9918,8672,1422,1312,1973,581,0.438035509,0.383005035,0.062803639,0.057945411,0.087138945,0.025660277
Steele,North Dakota,38091,1489,678,512,119,96,164,46,0.455339154,0.343854936,0.079919409,0.064472801,0.110141034,0.030893217
Stutsman,North Dakota,38093,16727,7243,5754,1294,1152,1706,503,0.433012495,0.343994739,0.077359957,0.068870688,0.101990793,0.030071142
Towner,North Dakota,38095,1729,828,624,179,152,239,67,0.478889532,0.360902256,0.103528051,0.087912088,0.138230191,0.038750723
Traill,North Dakota,38097,6201,2809,2232,463,388,653,183,0.452991453,0.359941945,0.074665377,0.062570553,0.105305596,0.029511369
Walsh,North Dakota,38099,8246,3842,3043,754,645,1043,287,0.465922872,0.369027407,0.091438273,0.078219743,0.126485569,0.034804754
Ward,North Dakota,38101,51780,22233,18071,2981,2676,4312,1220,0.429374276,0.348995751,0.057570491,0.051680185,0.083275396,0.023561221
Wells,North Dakota,38103,3125,1519,1069,312,253,405,114,0.48608,0.34208,0.09984,0.08096,0.1296,0.03648
Williams,North Dakota,38105,25215,10864,9783,1394,1298,2160,567,0.43085465,0.387983343,0.055284553,0.051477295,0.085663296,0.022486615
Adams,Ohio,39001,21133,11486,8326,2245,2794,3291,810,0.54351015,0.393980978,0.106231959,0.132210287,0.155728008,0.03832868
Allen,Ohio,39003,78996,37247,28992,6669,7559,10254,2575,0.471504886,0.367005924,0.084421996,0.095688389,0.129804041,0.032596587
Ashland,Ohio,39005,41647,20250,15368,3533,4106,5107,1306,0.4862295,0.369006171,0.084832041,0.098590535,0.122625879,0.031358801
Ashtabula,Ohio,39007,75972,37964,28414,7585,8944,10983,2737,0.49971042,0.374006213,0.099839415,0.117727584,0.144566419,0.036026431
Athens,Ohio,39009,56250,23618,18788,3885,4928,5801,1553,0.419875556,0.334008889,0.069066667,0.087608889,0.103128889,0.027608889
Auglaize,Ohio,39011,34758,15202,11992,2783,3118,4079,1028,0.437366937,0.345014097,0.080067898,0.089705967,0.117354278,0.029575925
Belmont,Ohio,39013,54736,27678,19760,4985,5543,7504,1802,0.505663549,0.361005554,0.091073517,0.101267904,0.137094417,0.03292166
Brown,Ohio,39015,33658,16535,12723,3041,3597,4476,1107,0.491265078,0.3780082,0.090349991,0.106869095,0.132984729,0.032889655
Butler,Ohio,39017,292648,122068,97159,20228,23704,32229,8088,0.417115442,0.331999535,0.069120582,0.080998332,0.110128892,0.027637298
Carroll,Ohio,39019,21386,11430,8683,2063,2341,2946,732,0.534461797,0.40601328,0.096464977,0.109464135,0.137753671,0.034228
Champaign,Ohio,39021,30175,14809,11285,2560,2977,3764,939,0.490770505,0.373985087,0.084838442,0.098657829,0.124739022,0.031118476
Clark,Ohio,39023,104464,51283,40428,9400,11001,14498,3597,0.490915531,0.387004135,0.089983152,0.105309006,0.138784653,0.034432915
Clermont,Ohio,39025,158136,77202,56613,11684,13628,19002,4489,0.48820003,0.358001973,0.073885769,0.086178985,0.120162392,0.028386958
Clinton,Ohio,39027,32367,16502,12882,2699,3195,3962,1001,0.509840269,0.397997961,0.083387401,0.098711651,0.122408626,0.030926561
